query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L2.txt, 0:43.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L3.txt, 0:08.51
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L4.txt, 0:18.23
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L5.txt, 2:29.62
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S1.txt, 0:50.15
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S2.txt, 0:17.29
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S3.txt, 0:37.25
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S4.txt, 0:39.70
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S5.txt, 0:51.67
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S6.txt, 0:17.61
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S7.txt, 0:01.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C1.txt, 1:51.05
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C2.txt, 5:38.39
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C3.txt, 36:06.28
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F1.txt, 0:13.47
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F2.txt, 0:44.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F3.txt, 0:02.60
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F4.txt, 0:30.82
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F5.txt, 0:55.09
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L1.txt, 0:22.18
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L2.txt, 0:42.71
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L3.txt, 0:08.70
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L4.txt, 0:18.12
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L5.txt, 2:29.35
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S1.txt, 0:10.02
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S2.txt, 0:16.00
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S3.txt, 0:38.34
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S4.txt, 0:40.45
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S5.txt, 0:50.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S6.txt, 0:17.73
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S7.txt, 0:00.84
