query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_F3.txt, 0:02.16
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_F4.txt, 0:51.82
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_F5.txt, 1:35.18
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L1.txt, 0:29.65
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L2.txt, 1:13.50
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L3.txt, 0:12.81
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L4.txt, 0:32.97
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_L5.txt, 3:57.42
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S1.txt, 1:17.70
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S2.txt, 0:31.00
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S3.txt, 1:06.27
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S4.txt, 1:07.78
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S5.txt, 1:23.63
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S6.txt, 0:27.15
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_14_S7.txt, 0:01.14
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C1.txt, 3:01.03
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C2.txt, 9:21.06
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_C3.txt, 58:49.97
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F1.txt, 0:19.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F2.txt, 1:12.23
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F3.txt, 0:01.56
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F4.txt, 0:53.72
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_F5.txt, 1:34.27
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L1.txt, 0:31.63
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L2.txt, 1:08.83
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L3.txt, 0:12.00
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L4.txt, 0:29.04
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_L5.txt, 4:04.58
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S1.txt, 0:14.95
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S2.txt, 0:27.73
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S3.txt, 1:07.13
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S4.txt, 1:11.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S5.txt, 1:23.37
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S6.txt, 0:26.94
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_15_S7.txt, 0:01.09
