query,time
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_F1.txt, 0:08.58
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_F2.txt, 1:20.42
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_F3.txt, 0:58.78
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_F4.txt, 1:58.90
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_F5.txt, 1:24.73
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_L1.txt, 2:10.74
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_L2.txt, 6:06.26
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_L3.txt, 0:33.07
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_L4.txt, 0:43.20
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_L5.txt, 0:17.74
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S1.txt, 3:38.97
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S2.txt, 0:13.87
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S3.txt, 1:26.62
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S4.txt, 0:56.05
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S5.txt, 1:43.99
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S6.txt, 0:12.17
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_13_S7.txt, 0:05.06
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_C1.txt, 6:03.69
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_C2.txt, 20:30.34
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_C3.txt, 1:41:25
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_F1.txt, 0:08.39
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_F2.txt, 0:43.19
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_F3.txt, 0:59.33
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_F4.txt, 1:59.91
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_F5.txt, 5:03.83
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_L1.txt, 0:05.06
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_L2.txt, 6:06.55
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_L3.txt, 0:32.61
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_L4.txt, 0:43.14
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_L5.txt, 0:58.38
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S1.txt, 3:36.57
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S2.txt, 0:34.85
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S3.txt, 1:27.05
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S4.txt, 0:16.39
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S5.txt, 0:04.95
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S6.txt, 0:36.87
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_14_S7.txt, 0:05.04
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_C1.txt, 0:11.07
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_C2.txt, 20:27.15
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_C3.txt, 1:41:11
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_F1.txt, 0:36.68
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_F2.txt, 0:42.94
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_F3.txt, 0:58.80
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_F4.txt, 1:53.59
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_F5.txt, 5:02.85
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_L1.txt, 0:04.96
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_L2.txt, 6:07.50
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_L3.txt, 0:32.90
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_L4.txt, 0:42.01
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_L5.txt, 0:59.16
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S1.txt, 3:38.21
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S2.txt, 0:35.43
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S3.txt, 1:27.29
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S4.txt, 0:16.67
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S5.txt, 1:43.21
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S6.txt, 0:36.31
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_15_S7.txt, 0:05.11
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_C1.txt, 0:08.79
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_C2.txt, 20:35.99
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_C3.txt, 1:41:31
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_F1.txt, 0:36.23
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_F2.txt, 0:43.79
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_F3.txt, 0:58.37
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_F4.txt, 1:53.49
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_F5.txt, 0:08.18
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_L1.txt, 2:10.03
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_L2.txt, 6:06.83
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_L3.txt, 0:32.94
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_L4.txt, 0:41.90
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_L5.txt, 0:58.23
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_S1.txt, 2:54.62
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_S2.txt, 0:35.83
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_S3.txt, 1:27.67
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_S4.txt, 0:16.20
watdiv/watdiv/bin/Release/datasets/500k/gen_queries/gen_queries_16_S5.txt, 1:42.81
