query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_L3.txt, 0:04.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_L4.txt, 0:13.03
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_L5.txt, 0:22.04
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S1.txt, 0:06.43
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S2.txt, 0:13.79
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S3.txt, 0:21.48
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S4.txt, 0:23.68
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S5.txt, 0:18.40
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S6.txt, 0:08.41
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_16_S7.txt, 0:01.03
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_C1.txt, 0:28.41
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_C2.txt, 2:10.67
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_C3.txt, 1:24.53
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_F1.txt, 0:01.24
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_F2.txt, 0:01.85
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_F3.txt, 0:01.40
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_F4.txt, 0:32.88
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_F5.txt, 0:42.67
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_L1.txt, 0:14.68
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_L2.txt, 0:21.45
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_L3.txt, 0:05.35
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_L4.txt, 0:13.55
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_L5.txt, 0:20.45
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S1.txt, 0:01.21
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S2.txt, 0:13.11
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S3.txt, 0:22.27
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S4.txt, 0:23.02
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S5.txt, 0:28.74
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S6.txt, 0:01.83
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_17_S7.txt, 0:01.03
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_C1.txt, 0:01.35
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_C2.txt, 0:57.56
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_C3.txt, 0:01.30
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_F1.txt, 0:33.60
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_F2.txt, 0:02.09
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_F3.txt, 0:53.67
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_F4.txt, 1:50.12
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_F5.txt, 0:22.34
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_L1.txt, 0:15.83
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_L2.txt, 0:11.86
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_L3.txt, 0:04.67
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_L4.txt, 0:14.14
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_L5.txt, 0:21.48
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S1.txt, 0:08.28
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S2.txt, 0:13.71
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S3.txt, 0:24.37
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S4.txt, 0:24.47
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S5.txt, 0:20.42
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S6.txt, 0:06.66
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_18_S7.txt, 0:00.99
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_C1.txt, 0:26.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_C2.txt, 1:32.53
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_C3.txt, 0:19.99
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_F1.txt, 0:08.40
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_F2.txt, 0:02.12
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_F3.txt, 0:01.28
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_F4.txt, 0:01.48
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_F5.txt, 1:50.93
